time,flow,temp,salt
2017-01-02 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-01-03 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-01-04 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-01-05 00:00:00,  931.566830,    3.615264,    0.000002
2017-01-06 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-01-07 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-01-08 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-01-09 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-01-10 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-01-11 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-01-12 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-01-13 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-01-14 00:00:00, 1577.923812,    2.982102,    0.000002
2017-01-15 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-01-16 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-01-17 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-01-18 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-01-19 00:00:00, 5262.093788,    2.009910,    0.000004
2017-01-20 00:00:00,    0.000000,    2.002499,    0.000004
2017-01-21 00:00:00,    0.000000,    1.997326,    0.000004
2017-01-22 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-01-23 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-01-24 00:00:00,    0.000000,    1.885768,    0.000005
2017-01-25 00:00:00, 2806.708817,    1.796845,    0.000005
2017-01-26 00:00:00, 2633.345164,    1.576209,    0.000009
2017-01-27 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-01-28 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-01-29 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-01-30 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-01-31 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-02-01 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-02-02 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-02-03 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-02-04 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-02-05 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-02-06 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-02-07 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-02-08 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-02-09 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-02-10 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-02-11 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-02-12 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-02-13 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-02-14 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-02-15 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-02-16 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-02-17 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-02-18 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-02-19 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-02-20 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-02-21 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-02-22 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-02-23 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-02-24 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-02-25 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-02-26 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-02-27 00:00:00, 9962.945630,    1.224588,    0.000037
2017-02-28 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-03-01 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-03-02 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-03-03 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-03-04 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-03-05 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-03-06 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-03-07 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-03-08 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-03-09 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-03-10 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-03-11 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-03-12 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-03-13 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-03-14 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-03-15 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-03-16 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-03-17 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-03-18 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-03-19 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-03-20 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-03-21 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-03-22 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-03-23 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-03-24 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-03-25 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-03-26 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-03-27 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-03-28 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-03-29 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-03-30 00:00:00,  149.225097,    0.330364,    0.000040
2017-03-31 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-04-01 00:00:00,  143.959743,    0.430627,    0.000040
2017-04-02 00:00:00, 2506.120758,    0.602372,    0.000044
2017-04-03 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-04-04 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-04-05 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-04-06 00:00:00, 2782.793342,    1.031258,    0.000048
2017-04-07 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-04-08 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-04-09 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-04-10 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-04-11 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-04-12 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-04-13 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-04-14 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-04-15 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-04-16 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-04-17 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-04-18 00:00:00, 2039.871061,    2.857394,    0.000051
2017-04-19 00:00:00,    0.000000,    2.827700,    0.000051
2017-04-20 00:00:00,    0.000000,    2.885247,    0.000051
2017-04-21 00:00:00,  341.904397,    3.075412,    0.000051
2017-04-22 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-04-23 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-04-24 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-04-25 00:00:00,    0.000000,    3.452855,    0.000051
2017-04-26 00:00:00,    0.000000,    3.500808,    0.000051
2017-04-27 00:00:00, 1947.312690,    3.896114,    0.000054
2017-04-28 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-04-29 00:00:00,    0.000000,    4.314962,    0.000054
2017-04-30 00:00:00,    0.000000,    4.438243,    0.000054
2017-05-01 00:00:00,    0.000000,    4.779956,    0.000054
2017-05-02 00:00:00,    0.000000,    4.913018,    0.000054
2017-05-03 00:00:00,    0.000000,    5.391996,    0.000054
2017-05-04 00:00:00,    0.000000,    5.647100,    0.000054
2017-05-05 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-05-06 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-05-07 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-05-08 00:00:00, 4784.911243,    6.109118,    0.000060
2017-05-09 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-05-10 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-05-11 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-05-12 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-05-13 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-05-14 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-05-15 00:00:00, 2483.492523,    6.070263,    0.000064
2017-05-16 00:00:00,  566.520184,    6.129800,    0.000064
2017-05-17 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-05-18 00:00:00,    0.000000,    6.424668,    0.000064
2017-05-19 00:00:00,    0.000000,    6.693812,    0.000064
2017-05-20 00:00:00,    0.000000,    7.109845,    0.000064
2017-05-21 00:00:00,    0.000000,    7.211649,    0.000064
2017-05-22 00:00:00,    0.000000,    7.132645,    0.000064
2017-05-23 00:00:00,    0.000000,    7.271391,    0.000064
2017-05-24 00:00:00,  199.230006,    7.271466,    0.000064
2017-05-25 00:00:00,    0.000000,    7.271582,    0.000064
2017-05-26 00:00:00,    0.000000,    7.271701,    0.000064
2017-05-27 00:00:00,  316.197294,    7.271790,    0.000064
2017-05-28 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-05-29 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-05-30 00:00:00,    0.000000,    7.272036,    0.000064
2017-05-31 00:00:00,    0.000000,    7.272200,    0.000064
2017-06-01 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-06-02 00:00:00, 2312.996123,    7.272588,    0.000064
2017-06-03 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-06-04 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-06-05 00:00:00,    0.000000,    7.273371,    0.000064
2017-06-06 00:00:00,  136.247615,    7.273670,    0.000064
2017-06-07 00:00:00, 1433.170742,    7.273890,    0.000064
2017-06-08 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-06-09 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-06-10 00:00:00,    0.000000,    7.274655,    0.000064
2017-06-11 00:00:00,    0.000000,    7.275076,    0.000064
2017-06-12 00:00:00,    0.000000,    7.275546,    0.000064
2017-06-13 00:00:00,    0.000000,    7.275871,    0.000064
2017-06-14 00:00:00,    0.000000,    7.276125,    0.000064
2017-06-15 00:00:00,   59.769003,    7.276404,    0.000064
2017-06-16 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-06-17 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-06-18 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-06-19 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-06-20 00:00:00,  347.045831,    7.278109,    0.000064
2017-06-21 00:00:00,  208.227499,    7.278591,    0.000064
2017-06-22 00:00:00,    0.000000,    7.279040,    0.000064
2017-06-23 00:00:00,    0.000000,    7.279465,    0.000064
2017-06-24 00:00:00,    0.000000,    7.279748,    0.000064
2017-06-25 00:00:00,   62.982391,    7.280502,    0.000064
2017-06-26 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-06-27 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-06-28 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-06-29 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-06-30 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-07-01 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-07-02 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-07-03 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-07-04 00:00:00, 1420.852373,    7.285887,    0.000064
2017-07-05 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-07-06 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-07-07 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-07-08 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-07-09 00:00:00,  584.836514,    7.287009,    0.000064
2017-07-10 00:00:00,    0.000000,    7.287230,    0.000064
2017-07-11 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-07-12 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-07-13 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-07-14 00:00:00, 1089.656820,    7.288274,    0.000064
2017-07-15 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-07-16 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-07-17 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-07-18 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-07-19 00:00:00,  137.532980,    7.289114,    0.000064
2017-07-20 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-07-21 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-07-22 00:00:00, 1254.506356,    7.289536,    0.000064
2017-07-23 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-07-24 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-07-25 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-07-26 00:00:00,  105.233110,    7.289995,    0.000064
2017-07-27 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-07-28 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-07-29 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-07-30 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-07-31 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-08-01 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-08-02 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-08-03 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-08-04 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-08-05 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-08-06 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-08-07 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-08-08 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-08-09 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-08-10 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-08-11 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-08-12 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-08-13 00:00:00, 1397.309753,    7.301233,    0.000064
2017-08-14 00:00:00,   15.424260,    7.303345,    0.000064
2017-08-15 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-08-16 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-08-17 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-08-18 00:00:00,    0.000000,    7.308632,    0.000064
2017-08-19 00:00:00,    0.000000,    7.310195,    0.000064
2017-08-20 00:00:00,    0.000000,    7.310909,    0.000064
2017-08-21 00:00:00,    0.000000,    7.311503,    0.000064
2017-08-22 00:00:00,    0.000000,    7.312478,    0.000064
2017-08-23 00:00:00,    0.000000,    7.313481,    0.000064
2017-08-24 00:00:00,    1.285355,    7.315766,    0.000064
2017-08-25 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-08-26 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-08-27 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-08-28 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-08-29 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-08-30 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-08-31 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-09-01 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-09-02 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-09-03 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-09-04 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-09-05 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-09-06 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-09-07 00:00:00, 2406.528945,    7.354450,    0.000064
2017-09-08 00:00:00,  669.027201,    7.354451,    0.000064
2017-09-09 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-09-10 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-09-11 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-09-12 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-09-13 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-09-14 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-09-15 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-09-16 00:00:00, 4989.893283,    7.390983,    0.000064
2017-09-17 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-09-18 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-09-19 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-09-20 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-09-21 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-09-22 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-09-23 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-09-24 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-09-25 00:00:00,    0.000000,    7.412356,    0.000064
2017-09-26 00:00:00,    0.000000,    7.412375,    0.000064
2017-09-27 00:00:00,    0.000000,    7.414397,    0.000064
2017-09-28 00:00:00,    0.000000,    7.417294,    0.000064
2017-09-29 00:00:00,    0.000000,    7.419776,    0.000064
2017-09-30 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-10-01 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-10-02 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-10-03 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-10-04 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-10-05 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-10-06 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-10-07 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-10-08 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-10-09 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-10-10 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-10-11 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-10-12 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-10-13 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-10-14 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-10-15 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-10-16 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-10-17 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-10-18 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-10-19 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-10-20 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-10-21 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-10-22 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-10-23 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-10-24 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-10-25 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-10-26 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-10-27 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-10-28 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-10-29 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-10-30 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-10-31 00:00:00, 4638.696570,    7.947845,    0.000068
2017-11-01 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-11-02 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-11-03 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-11-04 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-11-05 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-11-06 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-11-07 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-11-08 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-11-09 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-11-10 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-11-11 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-11-12 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-11-13 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-11-14 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-11-15 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-11-16 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-11-17 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-11-18 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-11-19 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-11-20 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-11-21 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-11-22 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-11-23 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-11-24 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-11-25 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-11-26 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-11-27 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-11-28 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-11-29 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-11-30 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-12-01 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-12-02 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-12-03 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-12-04 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-12-05 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-12-06 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-12-07 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-12-08 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-12-09 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-12-10 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-12-11 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-12-12 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-12-13 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-12-14 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-12-15 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-12-16 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-12-17 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-12-18 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-12-19 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-12-20 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-12-21 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-12-22 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-12-23 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-12-24 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-12-25 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-12-26 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-12-27 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-12-28 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-12-29 00:00:00,    0.000000,-9999.000000,-9999.000000
2017-12-30 00:00:00,    0.000000,-9999.000000,-9999.000000
